start_image_path,end_image_path,text-representation_start-position,text-representation_end-position
images/0806/wood_slide_start.jpg,images/0806/wood_slide_end.jpg,"3;3;5;0
6;2;2;4
6;7;1;1
0;7;1;1
8;8;9;9","6;3;3;5
6;2;2;4
7;0;1;1
7;0;1;1
8;8;9;9"
images/0259/wood_slide_start.jpg,images/0259/wood_slide_end.jpg,"6;3;3;0
6;2;2;5
7;1;1;4
7;1;1;0
8;8;9;9","6;0;3;3
6;2;2;0
7;1;1;5
7;1;1;4
8;8;9;9"
images/0426/wood_slide_start.jpg,images/0426/wood_slide_end.jpg,"7;0;2;2
7;0;3;3
4;6;1;1
5;6;1;1
8;8;9;9","0;7;2;2
0;7;3;3
4;6;1;1
5;6;1;1
8;8;9;9"
images/0314/wood_slide_start.jpg,images/0314/wood_slide_end.jpg,"0;0;2;2
1;1;3;3
1;1;4;5
6;7;8;8
6;7;9;9","2;2;3;3
1;1;0;4
1;1;0;5
6;7;8;8
6;7;9;9"
images/0109/wood_slide_start.jpg,images/0109/wood_slide_end.jpg,"7;0;2;2
7;6;3;3
4;6;1;1
0;5;1;1
8;8;9;9","7;0;2;2
7;0;3;3
4;6;1;1
5;6;1;1
8;8;9;9"
images/0383/wood_slide_start.jpg,images/0383/wood_slide_end.jpg,"7;6;3;3
7;6;2;2
1;1;0;5
1;1;0;4
8;8;9;9","0;6;3;3
0;6;2;2
7;1;1;5
7;1;1;4
8;8;9;9"
images/0531/wood_slide_start.jpg,images/0531/wood_slide_end.jpg,"7;0;2;2
7;0;3;3
4;6;1;1
5;6;1;1
8;8;9;9","7;0;2;2
7;6;3;3
4;6;1;1
0;5;1;1
8;8;9;9"
images/0139/wood_slide_start.jpg,images/0139/wood_slide_end.jpg,"2;2;3;3
1;1;4;0
1;1;0;5
6;7;8;8
6;7;9;9","0;2;2;0
1;1;3;3
1;1;4;5
6;7;8;8
6;7;9;9"
images/0067/wood_slide_start.jpg,images/0067/wood_slide_end.jpg,"7;0;2;2
7;0;3;3
4;6;1;1
5;6;1;1
8;8;9;9","4;7;2;2
0;7;3;3
0;6;1;1
5;6;1;1
8;8;9;9"
images/0352/wood_slide_start.jpg,images/0352/wood_slide_end.jpg,"2;2;3;3
7;6;1;1
7;6;1;1
8;8;0;4
0;9;9;5","2;2;3;3
0;6;1;1
7;6;1;1
7;8;8;4
0;9;9;5"
images/0356/wood_slide_start.jpg,images/0356/wood_slide_end.jpg,"2;2;3;3
7;6;1;1
7;6;1;1
8;8;4;5
0;9;9;0","2;2;3;3
7;6;1;1
7;6;1;1
8;8;4;5
0;0;9;9"
images/0039/wood_slide_start.jpg,images/0039/wood_slide_end.jpg,"0;3;3;5
6;2;2;4
6;7;1;1
0;7;1;1
8;8;9;9","6;3;3;5
6;2;2;4
7;1;1;0
7;1;1;0
8;8;9;9"
images/0030/wood_slide_start.jpg,images/0030/wood_slide_end.jpg,"6;3;3;0
6;2;2;5
7;1;1;4
7;1;1;0
8;8;9;9","6;3;3;5
6;2;2;4
7;1;1;0
7;1;1;0
8;8;9;9"
images/0728/wood_slide_start.jpg,images/0728/wood_slide_end.jpg,"2;2;3;3
6;1;1;4
6;1;1;5
0;7;8;8
0;7;9;9","2;2;3;3
6;1;1;4
6;1;1;5
7;8;8;0
7;0;9;9"
images/0208/wood_slide_start.jpg,images/0208/wood_slide_end.jpg,"4;0;2;2
5;7;3;3
6;7;1;1
6;0;1;1
8;8;9;9","0;7;2;2
4;7;3;3
0;6;1;1
5;6;1;1
8;8;9;9"
images/0209/wood_slide_start.jpg,images/0209/wood_slide_end.jpg,"5;4;2;2
0;3;3;0
6;7;1;1
6;7;1;1
8;8;9;9","0;5;4;0
3;3;2;2
6;7;1;1
6;7;1;1
8;8;9;9"
images/0078/wood_slide_start.jpg,images/0078/wood_slide_end.jpg,"0;0;5;4
3;3;2;2
6;7;1;1
6;7;1;1
8;8;9;9","0;5;4;0
3;3;2;2
6;7;1;1
6;7;1;1
8;8;9;9"
images/0657/wood_slide_start.jpg,images/0657/wood_slide_end.jpg,"7;6;3;3
7;6;2;2
1;1;0;5
1;1;0;4
8;8;9;9","7;6;3;3
7;6;2;2
1;1;5;4
1;1;9;9
0;0;8;8"
images/0680/wood_slide_start.jpg,images/0680/wood_slide_end.jpg,"2;2;3;3
7;6;1;1
7;6;1;1
8;8;4;5
0;0;9;9","2;2;3;3
7;6;1;1
7;6;1;1
0;8;8;4
0;9;9;5"
images/0671/wood_slide_start.jpg,images/0671/wood_slide_end.jpg,"2;2;3;3
0;1;1;4
0;1;1;5
6;7;8;8
6;7;9;9","2;2;3;3
1;1;0;4
1;1;0;5
6;7;8;8
6;7;9;9"
images/0724/wood_slide_start.jpg,images/0724/wood_slide_end.jpg,"2;2;3;3
7;6;1;1
7;6;1;1
0;8;8;4
0;9;9;5","2;2;3;3
7;6;1;1
7;6;1;1
8;8;4;5
0;0;9;9"
images/0704/wood_slide_start.jpg,images/0704/wood_slide_end.jpg,"6;3;3;5
6;2;2;0
7;1;1;4
7;1;1;0
8;8;9;9","6;0;3;3
6;0;2;2
7;1;1;5
7;1;1;4
8;8;9;9"
images/0023/wood_slide_start.jpg,images/0023/wood_slide_end.jpg,"7;6;3;3
7;6;2;2
0;0;5;4
1;1;9;9
1;1;8;8","7;6;3;3
7;6;2;2
1;1;5;4
1;1;9;9
0;0;8;8"
images/0351/wood_slide_start.jpg,images/0351/wood_slide_end.jpg,"7;6;3;3
7;6;2;2
1;1;5;4
1;1;0;0
8;8;9;9","7;6;3;3
7;6;2;2
1;1;5;4
1;1;9;9
0;8;8;0"
images/0396/wood_slide_start.jpg,images/0396/wood_slide_end.jpg,"7;6;3;3
7;6;2;2
1;1;5;0
1;1;0;4
8;8;9;9","7;6;3;3
7;6;2;2
1;1;5;4
1;1;9;9
0;8;8;0"
images/0063/wood_slide_start.jpg,images/0063/wood_slide_end.jpg,"0;5;0;4
3;3;2;2
6;7;1;1
6;7;1;1
8;8;9;9","5;4;2;2
3;3;0;0
6;7;1;1
6;7;1;1
8;8;9;9"
images/0192/wood_slide_start.jpg,images/0192/wood_slide_end.jpg,"2;2;0;0
7;6;3;3
7;6;1;1
4;5;1;1
8;8;9;9","2;2;3;3
7;6;1;1
7;6;1;1
4;5;0;0
8;8;9;9"
images/0065/wood_slide_start.jpg,images/0065/wood_slide_end.jpg,"7;0;2;2
7;6;3;3
4;6;1;1
5;0;1;1
8;8;9;9","0;2;2;0
7;6;3;3
7;6;1;1
4;5;1;1
8;8;9;9"
images/0514/wood_slide_start.jpg,images/0514/wood_slide_end.jpg,"1;1;2;2
1;1;3;3
0;4;0;5
6;7;8;8
6;7;9;9","1;1;2;2
1;1;3;3
0;4;5;0
6;7;8;8
6;7;9;9"
images/0294/wood_slide_start.jpg,images/0294/wood_slide_end.jpg,"6;0;3;3
6;2;2;0
7;1;1;5
7;1;1;4
8;8;9;9","6;3;3;0
6;2;2;5
7;1;1;4
7;1;1;0
8;8;9;9"
images/0137/wood_slide_start.jpg,images/0137/wood_slide_end.jpg,"2;2;3;3
6;1;1;0
6;1;1;4
7;8;8;0
7;9;9;5","2;2;3;3
6;1;1;4
6;1;1;5
7;8;8;0
7;0;9;9"
images/0633/wood_slide_start.jpg,images/0633/wood_slide_end.jpg,"4;0;2;2
5;7;3;3
6;7;1;1
6;0;1;1
8;8;9;9","4;7;2;2
0;7;3;3
5;6;1;1
0;6;1;1
8;8;9;9"
images/0211/wood_slide_start.jpg,images/0211/wood_slide_end.jpg,"0;0;5;4
3;3;2;2
6;7;1;1
6;7;1;1
8;8;9;9","3;3;5;4
6;0;2;2
6;7;1;1
0;7;1;1
8;8;9;9"
images/0530/wood_slide_start.jpg,images/0530/wood_slide_end.jpg,"7;2;2;0
7;6;3;3
0;6;1;1
4;5;1;1
8;8;9;9","2;2;3;3
7;6;1;1
7;6;1;1
4;5;0;0
8;8;9;9"
images/0696/wood_slide_start.jpg,images/0696/wood_slide_end.jpg,"3;3;5;4
6;0;2;2
6;7;1;1
0;7;1;1
8;8;9;9","3;3;5;0
6;2;2;4
6;7;1;1
0;7;1;1
8;8;9;9"
images/0542/wood_slide_start.jpg,images/0542/wood_slide_end.jpg,"2;2;3;3
7;6;1;1
7;6;1;1
0;8;8;4
0;9;9;5","2;2;3;3
7;6;1;1
7;6;1;1
8;8;4;5
0;9;9;0"
images/0570/wood_slide_start.jpg,images/0570/wood_slide_end.jpg,"6;0;3;3
6;0;2;2
7;1;1;5
7;1;1;4
8;8;9;9","6;3;3;5
6;2;2;0
7;1;1;4
7;1;1;0
8;8;9;9"
images/0336/wood_slide_start.jpg,images/0336/wood_slide_end.jpg,"6;0;3;3
6;0;2;2
7;1;1;5
7;1;1;4
8;8;9;9","0;6;3;3
0;6;2;2
7;1;1;5
7;1;1;4
8;8;9;9"
images/0631/wood_slide_start.jpg,images/0631/wood_slide_end.jpg,"7;0;2;2
7;6;3;3
4;6;1;1
5;0;1;1
8;8;9;9","7;0;2;2
7;6;3;3
4;6;1;1
0;5;1;1
8;8;9;9"
images/0591/wood_slide_start.jpg,images/0591/wood_slide_end.jpg,"5;4;2;2
3;3;0;0
6;7;1;1
6;7;1;1
8;8;9;9","5;4;0;0
3;3;2;2
6;7;1;1
6;7;1;1
8;8;9;9"
images/0673/wood_slide_start.jpg,images/0673/wood_slide_end.jpg,"5;4;0;0
3;3;2;2
6;7;1;1
6;7;1;1
8;8;9;9","5;4;2;2
0;0;3;3
6;7;1;1
6;7;1;1
8;8;9;9"
images/0302/wood_slide_start.jpg,images/0302/wood_slide_end.jpg,"2;2;3;3
6;1;1;4
6;1;1;0
7;8;8;5
7;0;9;9","2;2;3;3
6;1;1;4
6;1;1;5
0;7;8;8
0;7;9;9"
images/0405/wood_slide_start.jpg,images/0405/wood_slide_end.jpg,"3;3;5;4
6;0;2;2
6;7;1;1
0;7;1;1
8;8;9;9","0;0;5;4
3;3;2;2
6;7;1;1
6;7;1;1
8;8;9;9"
images/0549/wood_slide_start.jpg,images/0549/wood_slide_end.jpg,"6;3;3;5
6;2;2;0
7;1;1;4
7;1;1;0
8;8;9;9","0;3;3;5
6;2;2;4
6;7;1;1
0;7;1;1
8;8;9;9"
images/0086/wood_slide_start.jpg,images/0086/wood_slide_end.jpg,"6;0;3;3
6;2;2;5
7;1;1;4
7;1;1;0
8;8;9;9","6;0;3;3
6;2;2;0
7;1;1;5
7;1;1;4
8;8;9;9"
images/0487/wood_slide_start.jpg,images/0487/wood_slide_end.jpg,"7;0;2;2
7;6;3;3
4;6;1;1
0;5;1;1
8;8;9;9","2;2;0;0
7;6;3;3
7;6;1;1
4;5;1;1
8;8;9;9"
images/0579/wood_slide_start.jpg,images/0579/wood_slide_end.jpg,"5;0;4;0
3;3;2;2
6;7;1;1
6;7;1;1
8;8;9;9","0;5;4;0
3;3;2;2
6;7;1;1
6;7;1;1
8;8;9;9"
images/0327/wood_slide_start.jpg,images/0327/wood_slide_end.jpg,"3;3;5;0
6;2;2;4
6;7;1;1
0;7;1;1
8;8;9;9","3;3;5;4
6;2;2;0
6;7;1;1
0;7;1;1
8;8;9;9"
images/0605/wood_slide_start.jpg,images/0605/wood_slide_end.jpg,"1;1;2;2
1;1;3;3
0;4;5;0
6;7;8;8
6;7;9;9","1;1;2;2
1;1;3;3
0;4;0;5
6;7;8;8
6;7;9;9"
images/0120/wood_slide_start.jpg,images/0120/wood_slide_end.jpg,"7;0;2;2
7;6;3;3
0;6;1;1
4;5;1;1
8;8;9;9","0;7;2;2
0;7;3;3
4;6;1;1
5;6;1;1
8;8;9;9"
images/0174/wood_slide_start.jpg,images/0174/wood_slide_end.jpg,"5;0;4;0
3;3;2;2
6;7;1;1
6;7;1;1
8;8;9;9","3;3;5;4
0;0;2;2
6;7;1;1
6;7;1;1
8;8;9;9"
images/0741/wood_slide_start.jpg,images/0741/wood_slide_end.jpg,"7;6;3;3
7;6;2;2
1;1;5;4
1;1;9;9
0;0;8;8","7;6;3;3
7;6;2;2
1;1;5;4
1;1;9;9
0;8;8;0"
images/0168/wood_slide_start.jpg,images/0168/wood_slide_end.jpg,"2;2;3;3
0;6;1;1
0;6;1;1
7;8;8;4
7;9;9;5","2;2;3;3
6;1;1;0
6;1;1;4
7;8;8;5
7;9;9;0"
images/0285/wood_slide_start.jpg,images/0285/wood_slide_end.jpg,"4;7;2;2
5;7;3;3
6;0;1;1
6;0;1;1
8;8;9;9","4;7;2;2
5;7;3;3
0;6;1;1
0;6;1;1
8;8;9;9"
images/0049/wood_slide_start.jpg,images/0049/wood_slide_end.jpg,"6;3;3;5
6;2;2;4
0;7;1;1
0;7;1;1
8;8;9;9","0;3;3;5
6;2;2;4
6;7;1;1
0;7;1;1
8;8;9;9"
images/0096/wood_slide_start.jpg,images/0096/wood_slide_end.jpg,"2;2;3;3
6;1;1;4
6;1;1;5
7;8;8;0
7;0;9;9","2;2;3;3
6;1;1;0
6;1;1;4
7;8;8;5
7;0;9;9"
images/0155/wood_slide_start.jpg,images/0155/wood_slide_end.jpg,"7;0;2;2
7;6;3;3
4;6;1;1
0;5;1;1
8;8;9;9","0;2;2;0
7;6;3;3
7;6;1;1
4;5;1;1
8;8;9;9"
images/0669/wood_slide_start.jpg,images/0669/wood_slide_end.jpg,"5;4;2;2
0;7;3;3
6;7;1;1
6;0;1;1
8;8;9;9","0;4;2;2
5;7;3;3
6;7;1;1
6;0;1;1
8;8;9;9"
images/0494/wood_slide_start.jpg,images/0494/wood_slide_end.jpg,"4;0;2;2
5;7;3;3
6;7;1;1
6;0;1;1
8;8;9;9","4;7;2;2
5;7;3;3
0;6;1;1
0;6;1;1
8;8;9;9"
images/0594/wood_slide_start.jpg,images/0594/wood_slide_end.jpg,"2;2;3;3
6;1;1;0
6;1;1;4
7;8;8;5
7;0;9;9","2;2;3;3
0;1;1;4
6;1;1;5
6;7;8;8
0;7;9;9"
images/0805/wood_slide_start.jpg,images/0805/wood_slide_end.jpg,"2;2;3;3
7;6;1;1
7;6;1;1
0;4;0;5
8;8;9;9","2;2;3;3
7;6;1;1
7;6;1;1
8;8;4;5
0;9;9;0"
images/0033/wood_slide_start.jpg,images/0033/wood_slide_end.jpg,"7;2;2;0
7;6;3;3
0;6;1;1
4;5;1;1
8;8;9;9","7;0;2;2
7;0;3;3
4;6;1;1
5;6;1;1
8;8;9;9"
images/0031/wood_slide_start.jpg,images/0031/wood_slide_end.jpg,"6;3;3;0
6;2;2;5
7;1;1;4
7;1;1;0
8;8;9;9","6;0;3;3
6;2;2;5
7;1;1;0
7;1;1;4
8;8;9;9"
images/0598/wood_slide_start.jpg,images/0598/wood_slide_end.jpg,"0;6;3;3
7;6;2;2
7;1;1;5
0;1;1;4
8;8;9;9","7;6;3;3
7;6;2;2
1;1;0;5
1;1;0;4
8;8;9;9"
images/0275/wood_slide_start.jpg,images/0275/wood_slide_end.jpg,"5;4;2;2
0;7;3;3
6;7;1;1
6;0;1;1
8;8;9;9","5;4;2;2
0;3;3;0
6;7;1;1
6;7;1;1
8;8;9;9"
images/0329/wood_slide_start.jpg,images/0329/wood_slide_end.jpg,"7;6;3;3
7;6;2;2
1;1;5;4
1;1;0;0
8;8;9;9","7;6;3;3
7;6;2;2
0;1;1;5
0;1;1;4
8;8;9;9"
images/0381/wood_slide_start.jpg,images/0381/wood_slide_end.jpg,"6;0;3;3
6;2;2;5
7;1;1;0
7;1;1;4
8;8;9;9","6;0;3;3
6;2;2;5
7;1;1;4
7;1;1;0
8;8;9;9"
images/0210/wood_slide_start.jpg,images/0210/wood_slide_end.jpg,"6;3;3;0
6;2;2;5
7;1;1;4
7;1;1;0
8;8;9;9","0;6;3;3
0;6;2;2
7;1;1;5
7;1;1;4
8;8;9;9"
images/0432/wood_slide_start.jpg,images/0432/wood_slide_end.jpg,"3;3;5;0
6;2;2;4
6;7;1;1
0;7;1;1
8;8;9;9","3;3;5;4
0;0;2;2
6;7;1;1
6;7;1;1
8;8;9;9"
images/0465/wood_slide_start.jpg,images/0465/wood_slide_end.jpg,"0;0;2;2
1;1;3;3
1;1;4;5
6;7;8;8
6;7;9;9","1;1;2;2
1;1;3;3
4;5;0;0
6;7;8;8
6;7;9;9"
images/0072/wood_slide_start.jpg,images/0072/wood_slide_end.jpg,"7;0;2;2
7;6;3;3
4;6;1;1
5;0;1;1
8;8;9;9","0;7;2;2
0;7;3;3
4;6;1;1
5;6;1;1
8;8;9;9"
images/0077/wood_slide_start.jpg,images/0077/wood_slide_end.jpg,"2;2;0;0
7;6;3;3
7;6;1;1
4;5;1;1
8;8;9;9","2;2;3;3
7;6;1;1
7;6;1;1
4;0;0;5
8;8;9;9"
images/0493/wood_slide_start.jpg,images/0493/wood_slide_end.jpg,"6;0;3;3
6;2;2;5
7;1;1;0
7;1;1;4
8;8;9;9","6;3;3;5
6;2;2;4
7;1;1;0
7;1;1;0
8;8;9;9"
images/0519/wood_slide_start.jpg,images/0519/wood_slide_end.jpg,"5;4;2;2
0;3;3;0
6;7;1;1
6;7;1;1
8;8;9;9","4;0;2;2
5;7;3;3
6;7;1;1
6;0;1;1
8;8;9;9"
images/0350/wood_slide_start.jpg,images/0350/wood_slide_end.jpg,"2;2;3;3
1;1;0;0
1;1;4;5
6;7;8;8
6;7;9;9","1;1;2;2
1;1;3;3
0;4;0;5
6;7;8;8
6;7;9;9"
images/0756/wood_slide_start.jpg,images/0756/wood_slide_end.jpg,"0;7;2;2
4;7;3;3
0;6;1;1
5;6;1;1
8;8;9;9","4;0;2;2
5;7;3;3
6;7;1;1
6;0;1;1
8;8;9;9"
images/0649/wood_slide_start.jpg,images/0649/wood_slide_end.jpg,"1;1;2;2
1;1;3;3
0;0;4;5
6;7;8;8
6;7;9;9","1;1;2;2
1;1;3;3
4;5;0;0
6;7;8;8
6;7;9;9"
images/0281/wood_slide_start.jpg,images/0281/wood_slide_end.jpg,"7;6;3;3
7;6;2;2
1;1;5;0
1;1;0;4
8;8;9;9","7;6;3;3
7;6;2;2
1;1;5;4
1;1;0;0
8;8;9;9"
images/0527/wood_slide_start.jpg,images/0527/wood_slide_end.jpg,"2;2;3;3
7;6;1;1
7;6;1;1
4;0;0;5
8;8;9;9","0;2;2;0
7;6;3;3
7;6;1;1
4;5;1;1
8;8;9;9"
images/0709/wood_slide_start.jpg,images/0709/wood_slide_end.jpg,"2;2;0;0
1;1;3;3
1;1;4;5
6;7;8;8
6;7;9;9","2;2;3;3
0;1;1;4
6;1;1;5
6;7;8;8
0;7;9;9"
images/0634/wood_slide_start.jpg,images/0634/wood_slide_end.jpg,"2;2;3;3
7;6;1;1
7;6;1;1
0;0;4;5
8;8;9;9","2;2;3;3
7;6;1;1
7;6;1;1
8;8;4;5
0;0;9;9"
images/0361/wood_slide_start.jpg,images/0361/wood_slide_end.jpg,"5;4;2;2
0;3;3;0
6;7;1;1
6;7;1;1
8;8;9;9","5;4;0;0
3;3;2;2
6;7;1;1
6;7;1;1
8;8;9;9"
images/0485/wood_slide_start.jpg,images/0485/wood_slide_end.jpg,"0;4;2;2
5;7;3;3
6;7;1;1
6;0;1;1
8;8;9;9","5;4;2;2
0;0;3;3
6;7;1;1
6;7;1;1
8;8;9;9"
images/0585/wood_slide_start.jpg,images/0585/wood_slide_end.jpg,"6;0;3;3
6;2;2;0
7;1;1;5
7;1;1;4
8;8;9;9","6;3;3;5
6;2;2;0
7;1;1;4
7;1;1;0
8;8;9;9"
images/0453/wood_slide_start.jpg,images/0453/wood_slide_end.jpg,"1;1;2;2
1;1;3;3
0;4;0;5
6;7;8;8
6;7;9;9","2;2;0;0
1;1;3;3
1;1;4;5
6;7;8;8
6;7;9;9"
images/0613/wood_slide_start.jpg,images/0613/wood_slide_end.jpg,"2;2;3;3
7;6;1;1
7;6;1;1
8;8;4;0
0;9;9;5","2;2;3;3
7;6;1;1
7;6;1;1
8;8;4;5
0;0;9;9"
images/0212/wood_slide_start.jpg,images/0212/wood_slide_end.jpg,"7;0;2;2
7;6;3;3
4;6;1;1
0;5;1;1
8;8;9;9","4;7;2;2
0;7;3;3
0;6;1;1
5;6;1;1
8;8;9;9"
