start_image_path,end_image_path,text-representation_start-position,text-representation_end-position
images/0479/tower_of_hanoi_start.jpg,images/0479/tower_of_hanoi_end.jpg,"[[6, 3, 2, 1], [5, 4], []]","[[6, 3], [5, 4], [2, 1]]"
images/1229/tower_of_hanoi_start.jpg,images/1229/tower_of_hanoi_end.jpg,"[[4, 1], [5, 3, 2], [6]]","[[4, 1], [5, 3], [6, 2]]"
images/0532/tower_of_hanoi_start.jpg,images/0532/tower_of_hanoi_end.jpg,"[[], [1], [3, 2]]","[[2], [3], [1]]"
images/0422/tower_of_hanoi_start.jpg,images/0422/tower_of_hanoi_end.jpg,"[[], [], [5, 4, 3, 2, 1]]","[[2, 1], [], [5, 4, 3]]"
images/0741/tower_of_hanoi_start.jpg,images/0741/tower_of_hanoi_end.jpg,"[[4, 1], [5, 2], [3]]","[[4, 3, 2, 1], [5], []]"
images/0566/tower_of_hanoi_start.jpg,images/0566/tower_of_hanoi_end.jpg,"[[5], [6, 3, 2], [4, 1]]","[[5, 4, 1], [6, 3], [2]]"
images/0985/tower_of_hanoi_start.jpg,images/0985/tower_of_hanoi_end.jpg,"[[3, 2], [4, 1], [5]]","[[], [2, 1], [5, 4, 3]]"
images/1599/tower_of_hanoi_start.jpg,images/1599/tower_of_hanoi_end.jpg,"[[4], [5, 3], [6, 2, 1]]","[[4, 3, 2], [1], [6, 5]]"
images/0425/tower_of_hanoi_start.jpg,images/0425/tower_of_hanoi_end.jpg,"[[4], [3], [5, 2, 1]]","[[2], [3], [5, 4, 1]]"
images/0582/tower_of_hanoi_start.jpg,images/0582/tower_of_hanoi_end.jpg,"[[], [], [6, 5, 4, 3, 2, 1]]","[[3, 1], [2], [6, 5, 4]]"
images/1253/tower_of_hanoi_start.jpg,images/1253/tower_of_hanoi_end.jpg,"[[3], [5], [4, 2, 1]]","[[4], [5, 3, 2, 1], []]"
images/1492/tower_of_hanoi_start.jpg,images/1492/tower_of_hanoi_end.jpg,"[[4, 3], [5], [6, 2, 1]]","[[4, 3, 2], [5, 1], [6]]"
images/0420/tower_of_hanoi_start.jpg,images/0420/tower_of_hanoi_end.jpg,"[[], [5, 3, 2, 1], [6, 4]]","[[4], [5, 3, 2, 1], [6]]"
images/0701/tower_of_hanoi_start.jpg,images/0701/tower_of_hanoi_end.jpg,"[[1], [], [6, 5, 4, 3, 2]]","[[], [2, 1], [6, 5, 4, 3]]"
images/0070/tower_of_hanoi_start.jpg,images/0070/tower_of_hanoi_end.jpg,"[[3, 2], [4, 1], [6, 5]]","[[3], [2], [6, 5, 4, 1]]"
images/0275/tower_of_hanoi_start.jpg,images/0275/tower_of_hanoi_end.jpg,"[[5, 4], [6, 3], [2, 1]]","[[5, 4, 3], [6, 1], [2]]"
images/1365/tower_of_hanoi_start.jpg,images/1365/tower_of_hanoi_end.jpg,"[[5], [4, 3, 2], [6, 1]]","[[1], [4, 3, 2], [6, 5]]"
images/0361/tower_of_hanoi_start.jpg,images/0361/tower_of_hanoi_end.jpg,"[[5], [6, 3, 2, 1], [4]]","[[5, 4, 3], [6, 1], [2]]"
images/0707/tower_of_hanoi_start.jpg,images/0707/tower_of_hanoi_end.jpg,"[[6, 5, 4, 2], [3], [1]]","[[6, 5, 4], [3, 2], [1]]"
images/0413/tower_of_hanoi_start.jpg,images/0413/tower_of_hanoi_end.jpg,"[[4, 1], [3], [5, 2]]","[[2, 1], [3], [5, 4]]"
images/0720/tower_of_hanoi_start.jpg,images/0720/tower_of_hanoi_end.jpg,"[[1], [4, 2], [3]]","[[3, 2, 1], [4], []]"
images/1414/tower_of_hanoi_start.jpg,images/1414/tower_of_hanoi_end.jpg,"[[5, 4, 1], [6, 2], [3]]","[[5, 4, 3, 2, 1], [6], []]"
images/1118/tower_of_hanoi_start.jpg,images/1118/tower_of_hanoi_end.jpg,"[[3], [4, 2], [1]]","[[3], [2], [4, 1]]"
images/0029/tower_of_hanoi_start.jpg,images/0029/tower_of_hanoi_end.jpg,"[[4, 3, 2, 1], [], [6, 5]]","[[4, 1], [3, 2], [6, 5]]"
images/0494/tower_of_hanoi_start.jpg,images/0494/tower_of_hanoi_end.jpg,"[[], [2, 1], [5, 4, 3]]","[[3, 2], [4], [5, 1]]"
images/0185/tower_of_hanoi_start.jpg,images/0185/tower_of_hanoi_end.jpg,"[[2, 1], [5, 4, 3], [6]]","[[4, 1], [5], [6, 3, 2]]"
images/0411/tower_of_hanoi_start.jpg,images/0411/tower_of_hanoi_end.jpg,"[[], [3, 2, 1], [5, 4]]","[[2], [1], [5, 4, 3]]"
images/0982/tower_of_hanoi_start.jpg,images/0982/tower_of_hanoi_end.jpg,"[[], [], [6, 5, 4, 3, 2, 1]]","[[2], [1], [6, 5, 4, 3]]"
images/0030/tower_of_hanoi_start.jpg,images/0030/tower_of_hanoi_end.jpg,"[[6, 3], [5, 2], [4, 1]]","[[6, 3, 2], [5, 4, 1], []]"
images/0342/tower_of_hanoi_start.jpg,images/0342/tower_of_hanoi_end.jpg,"[[2], [3], [5, 4, 1]]","[[2, 1], [], [5, 4, 3]]"
images/1479/tower_of_hanoi_start.jpg,images/1479/tower_of_hanoi_end.jpg,"[[], [4, 2, 1], [3]]","[[3, 2, 1], [], [4]]"
images/1177/tower_of_hanoi_start.jpg,images/1177/tower_of_hanoi_end.jpg,"[[4, 2], [1], [6, 5, 3]]","[[4, 2, 1], [3], [6, 5]]"
images/0433/tower_of_hanoi_start.jpg,images/0433/tower_of_hanoi_end.jpg,"[[1], [4, 3, 2], [6, 5]]","[[3], [4], [6, 5, 2, 1]]"
images/1094/tower_of_hanoi_start.jpg,images/1094/tower_of_hanoi_end.jpg,"[[1], [], [4, 3, 2]]","[[], [], [4, 3, 2, 1]]"
images/0552/tower_of_hanoi_start.jpg,images/0552/tower_of_hanoi_end.jpg,"[[4, 3, 2], [5], [6, 1]]","[[4, 3, 2], [1], [6, 5]]"
images/0303/tower_of_hanoi_start.jpg,images/0303/tower_of_hanoi_end.jpg,"[[3, 2, 1], [4], [5]]","[[3, 2, 1], [], [5, 4]]"
images/0583/tower_of_hanoi_start.jpg,images/0583/tower_of_hanoi_end.jpg,"[[4], [5], [6, 3, 2, 1]]","[[4], [5, 2, 1], [6, 3]]"
images/0901/tower_of_hanoi_start.jpg,images/0901/tower_of_hanoi_end.jpg,"[[3], [2], [1]]","[[], [2, 1], [3]]"
images/0917/tower_of_hanoi_start.jpg,images/0917/tower_of_hanoi_end.jpg,"[[4], [3], [6, 5, 2, 1]]","[[2], [3], [6, 5, 4, 1]]"
images/0857/tower_of_hanoi_start.jpg,images/0857/tower_of_hanoi_end.jpg,"[[2], [3, 1], []]","[[2], [1], [3]]"
images/0483/tower_of_hanoi_start.jpg,images/0483/tower_of_hanoi_end.jpg,"[[1], [], [4, 3, 2]]","[[3, 1], [], [4, 2]]"
images/0394/tower_of_hanoi_start.jpg,images/0394/tower_of_hanoi_end.jpg,"[[4], [], [3, 2, 1]]","[[4], [1], [3, 2]]"
images/1235/tower_of_hanoi_start.jpg,images/1235/tower_of_hanoi_end.jpg,"[[], [3, 2, 1], []]","[[2, 1], [3], []]"
images/0065/tower_of_hanoi_start.jpg,images/0065/tower_of_hanoi_end.jpg,"[[1], [], [3, 2]]","[[3, 1], [2], []]"
images/1067/tower_of_hanoi_start.jpg,images/1067/tower_of_hanoi_end.jpg,"[[], [5, 4, 3, 2, 1], [6]]","[[2], [5, 4, 1], [6, 3]]"
images/0270/tower_of_hanoi_start.jpg,images/0270/tower_of_hanoi_end.jpg,"[[2], [1], [3]]","[[], [], [3, 2, 1]]"
images/0188/tower_of_hanoi_start.jpg,images/0188/tower_of_hanoi_end.jpg,"[[5, 3], [1], [4, 2]]","[[5, 3], [4, 1], [2]]"
images/1540/tower_of_hanoi_start.jpg,images/1540/tower_of_hanoi_end.jpg,"[[2, 1], [], [6, 5, 4, 3]]","[[4], [3, 2, 1], [6, 5]]"
images/0023/tower_of_hanoi_start.jpg,images/0023/tower_of_hanoi_end.jpg,"[[6, 5, 2, 1], [], [4, 3]]","[[6, 5, 2], [1], [4, 3]]"
images/1181/tower_of_hanoi_start.jpg,images/1181/tower_of_hanoi_end.jpg,"[[5, 2], [4, 3], [6, 1]]","[[], [4, 3], [6, 5, 2, 1]]"
images/0032/tower_of_hanoi_start.jpg,images/0032/tower_of_hanoi_end.jpg,"[[4, 3], [1], [2]]","[[4], [3, 2, 1], []]"
images/0621/tower_of_hanoi_start.jpg,images/0621/tower_of_hanoi_end.jpg,"[[], [], [3, 2, 1]]","[[2], [3, 1], []]"
images/1514/tower_of_hanoi_start.jpg,images/1514/tower_of_hanoi_end.jpg,"[[4, 3, 1], [], [2]]","[[4], [3], [2, 1]]"
images/0602/tower_of_hanoi_start.jpg,images/0602/tower_of_hanoi_end.jpg,"[[3], [1], [4, 2]]","[[1], [2], [4, 3]]"
images/0693/tower_of_hanoi_start.jpg,images/0693/tower_of_hanoi_end.jpg,"[[], [1], [3, 2]]","[[2, 1], [3], []]"
images/1330/tower_of_hanoi_start.jpg,images/1330/tower_of_hanoi_end.jpg,"[[3, 2, 1], [6], [5, 4]]","[[3], [6, 4], [5, 2, 1]]"
images/0481/tower_of_hanoi_start.jpg,images/0481/tower_of_hanoi_end.jpg,"[[5], [4], [6, 3, 2, 1]]","[[5, 2], [4, 3], [6, 1]]"
images/1375/tower_of_hanoi_start.jpg,images/1375/tower_of_hanoi_end.jpg,"[[5, 4, 3, 2], [], [6, 1]]","[[5, 4], [], [6, 3, 2, 1]]"
images/0626/tower_of_hanoi_start.jpg,images/0626/tower_of_hanoi_end.jpg,"[[5, 1], [6, 4], [3, 2]]","[[5, 4, 1], [6, 2], [3]]"
images/0451/tower_of_hanoi_start.jpg,images/0451/tower_of_hanoi_end.jpg,"[[6, 2], [5, 4, 1], [3]]","[[6, 2], [5, 4, 3], [1]]"
images/0767/tower_of_hanoi_start.jpg,images/0767/tower_of_hanoi_end.jpg,"[[3], [4, 1], [2]]","[[3, 2, 1], [], [4]]"
images/0297/tower_of_hanoi_start.jpg,images/0297/tower_of_hanoi_end.jpg,"[[], [], [3, 2, 1]]","[[2, 1], [3], []]"
images/0944/tower_of_hanoi_start.jpg,images/0944/tower_of_hanoi_end.jpg,"[[6, 3], [5, 2], [4, 1]]","[[6, 3, 2], [5], [4, 1]]"
images/0059/tower_of_hanoi_start.jpg,images/0059/tower_of_hanoi_end.jpg,"[[], [3, 2, 1], []]","[[2], [1], [3]]"
images/0162/tower_of_hanoi_start.jpg,images/0162/tower_of_hanoi_end.jpg,"[[3, 2], [], [6, 5, 4, 1]]","[[1], [2], [6, 5, 4, 3]]"
images/0069/tower_of_hanoi_start.jpg,images/0069/tower_of_hanoi_end.jpg,"[[1], [5, 4, 2], [3]]","[[4], [5], [3, 2, 1]]"
images/0259/tower_of_hanoi_start.jpg,images/0259/tower_of_hanoi_end.jpg,"[[5, 4], [2, 1], [6, 3]]","[[5, 4, 1], [], [6, 3, 2]]"
images/0807/tower_of_hanoi_start.jpg,images/0807/tower_of_hanoi_end.jpg,"[[4, 3, 2, 1], [], [6, 5]]","[[4, 3], [], [6, 5, 2, 1]]"
images/1539/tower_of_hanoi_start.jpg,images/1539/tower_of_hanoi_end.jpg,"[[6, 4, 3, 2, 1], [5], []]","[[6, 4, 3], [5, 2, 1], []]"
images/0271/tower_of_hanoi_start.jpg,images/0271/tower_of_hanoi_end.jpg,"[[6, 4, 3, 2], [5], [1]]","[[6, 4, 3], [5, 2, 1], []]"
images/1328/tower_of_hanoi_start.jpg,images/1328/tower_of_hanoi_end.jpg,"[[1], [], [4, 3, 2]]","[[3, 1], [2], [4]]"
images/1287/tower_of_hanoi_start.jpg,images/1287/tower_of_hanoi_end.jpg,"[[6, 3], [5], [4, 2, 1]]","[[6, 3], [5, 1], [4, 2]]"
images/0664/tower_of_hanoi_start.jpg,images/0664/tower_of_hanoi_end.jpg,"[[6, 3], [5, 4, 1], [2]]","[[6, 3], [5, 4], [2, 1]]"
images/1245/tower_of_hanoi_start.jpg,images/1245/tower_of_hanoi_end.jpg,"[[5, 4, 1], [2], [6, 3]]","[[5, 4], [], [6, 3, 2, 1]]"
images/0124/tower_of_hanoi_start.jpg,images/0124/tower_of_hanoi_end.jpg,"[[4, 3, 2], [1], [6, 5]]","[[4, 3], [1], [6, 5, 2]]"
images/1517/tower_of_hanoi_start.jpg,images/1517/tower_of_hanoi_end.jpg,"[[5, 2, 1], [6, 3], [4]]","[[5, 2], [6, 3], [4, 1]]"
images/1512/tower_of_hanoi_start.jpg,images/1512/tower_of_hanoi_end.jpg,"[[6, 4, 2], [3, 1], [5]]","[[6, 4, 3, 2, 1], [], [5]]"
images/1005/tower_of_hanoi_start.jpg,images/1005/tower_of_hanoi_end.jpg,"[[6, 3, 2], [5], [4, 1]]","[[6, 3, 2, 1], [5, 4], []]"
images/0078/tower_of_hanoi_start.jpg,images/0078/tower_of_hanoi_end.jpg,"[[], [3, 2, 1], [4]]","[[2, 1], [], [4, 3]]"
images/0099/tower_of_hanoi_start.jpg,images/0099/tower_of_hanoi_end.jpg,"[[4, 1], [3], [2]]","[[2], [3], [4, 1]]"
images/0289/tower_of_hanoi_start.jpg,images/0289/tower_of_hanoi_end.jpg,"[[2], [3], [4, 1]]","[[2, 1], [3], [4]]"
images/1549/tower_of_hanoi_start.jpg,images/1549/tower_of_hanoi_end.jpg,"[[4, 3], [5, 1], [2]]","[[4, 3], [], [5, 2, 1]]"
images/1578/tower_of_hanoi_start.jpg,images/1578/tower_of_hanoi_end.jpg,"[[5, 2, 1], [6, 4], [3]]","[[5, 4, 1], [6, 2], [3]]"
images/1134/tower_of_hanoi_start.jpg,images/1134/tower_of_hanoi_end.jpg,"[[], [4, 3], [5, 2, 1]]","[[3], [4], [5, 2, 1]]"
images/0478/tower_of_hanoi_start.jpg,images/0478/tower_of_hanoi_end.jpg,"[[3, 2, 1], [4], [5]]","[[1], [2], [5, 4, 3]]"
